City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Coquimbo,CL,2022-10-20 19:11:55,-29.9533,-71.3436,60.53,77,40,13.8
284,Richards Bay,ZA,2022-10-20 19:11:56,-28.783,32.0377,72.16,85,10,4.68
285,Golden,US,2022-10-20 19:11:57,39.7555,-105.2211,78.98,11,0,9.22
286,Calama,CL,2022-10-20 19:11:57,-22.4667,-68.9333,72.09,6,0,18.41
287,Binabalian,PH,2022-10-20 19:11:58,16.4202,119.9279,80.37,81,100,10.27
288,Ampanihy,MG,2022-10-20 19:11:58,-24.7,44.75,75.34,59,6,3.6
289,Port-Gentil,GA,2022-10-20 19:11:59,-0.7193,8.7815,78.96,81,69,11.39
290,Tancheng,CN,2022-10-20 19:11:59,27.4375,115.4976,60.96,48,96,2.42
291,Gayeri,BF,2022-10-20 19:12:00,12.6497,0.4931,88.68,23,18,0.67
292,Magan,ES,2022-10-20 19:12:00,39.9683,-3.931,61.32,75,100,26.28
293,Lovington,US,2022-10-20 19:12:01,32.944,-103.3485,77.32,28,0,1.99
294,Xapuri,BR,2022-10-20 19:12:02,-10.6517,-68.5044,94.91,38,100,5.01
295,Keta,GH,2022-10-20 19:12:03,5.9179,0.9879,80.91,78,20,10.09
296,Shache,CN,2022-10-20 19:12:04,38.4167,77.2406,60.71,22,65,4.23
297,Trincomalee,LK,2022-10-20 19:12:04,8.5711,81.2335,78.55,86,100,11.68
298,Yuzhnyy,RU,2022-10-20 19:12:05,53.2542,83.6936,41.38,87,75,11.18
299,Merauke,ID,2022-10-20 19:12:06,-8.4667,140.3333,80.64,79,100,1.86
300,Jalu,LY,2022-10-20 19:12:06,29.0331,21.5482,72.14,45,11,6.69
301,Yaan,NG,2022-10-20 19:12:07,7.3833,8.5667,78.15,76,100,3.09
302,Vega De Alatorre,MX,2022-10-20 19:12:08,20.0333,-96.6333,75.0,70,57,9.8
303,Krasnovishersk,RU,2022-10-20 19:12:09,60.4078,57.082,34.75,93,100,10.63
304,Spearfish,US,2022-10-20 19:12:10,44.4908,-103.8594,79.88,10,0,14.97
305,Katangli,RU,2022-10-20 19:12:10,51.7102,143.2326,33.82,75,87,7.58
306,Parian Dakula,PH,2022-10-20 19:12:11,5.5567,120.7719,82.81,76,100,4.34
307,Cururupu,BR,2022-10-20 19:12:12,-1.8283,-44.8683,85.1,64,93,6.89
308,Havoysund,NO,2022-10-20 19:12:14,70.9963,24.6622,37.63,53,85,11.54
309,Storforshei,NO,2022-10-20 19:12:14,66.4043,14.5233,42.66,86,75,0.0
310,Pilar,BR,2022-10-20 19:12:15,-9.5972,-35.9567,79.11,57,19,9.64
311,Senanga,ZM,2022-10-20 19:12:16,-16.1167,23.2667,75.43,34,13,5.86
312,Sena Madureira,BR,2022-10-20 19:12:16,-9.0656,-68.6569,83.08,75,100,5.08
313,Carutapera,BR,2022-10-20 19:12:19,-1.195,-46.02,84.99,63,100,10.47
314,Shingu,JP,2022-10-20 19:12:19,33.7333,135.9833,55.74,71,0,5.35
315,Omsukchan,RU,2022-10-20 19:12:21,62.5333,155.8,0.99,96,100,4.97
316,Rebrikha,RU,2022-10-20 19:12:22,53.0733,82.3408,42.96,93,100,7.11
317,Vila Velha,BR,2022-10-20 19:12:22,-20.3297,-40.2925,77.95,75,35,11.01
318,Mopipi,BW,2022-10-20 19:12:23,-21.1833,24.8833,77.97,23,0,11.12
319,Mayo,US,2022-10-20 19:12:24,38.8876,-76.5119,63.12,33,0,11.01
320,Pocao De Pedras,BR,2022-10-20 19:12:24,-4.6667,-44.85,99.18,29,25,3.4
321,Dolores,AR,2022-10-20 19:12:25,-36.3132,-57.6792,71.11,66,100,6.02
322,Maua,BR,2022-10-20 19:12:25,-23.6678,-46.4614,82.44,73,100,7.61
323,Asilah,MA,2022-10-20 19:12:26,35.465,-6.0348,67.96,83,100,3.6
324,Paracuru,BR,2022-10-20 19:12:26,-3.41,-39.0306,80.11,66,59,16.96
325,Kokstad,ZA,2022-10-20 19:13:27,-30.5472,29.4241,61.47,95,100,0.58
326,Malanje,AO,2022-10-20 19:13:28,-9.5402,16.341,66.92,89,100,0.43
327,Bowen,AU,2022-10-20 19:13:29,-20.0167,148.2333,74.5,90,94,9.78
328,Namibe,AO,2022-10-20 19:13:29,-15.1961,12.1522,66.38,83,58,5.73
329,Talcahuano,CL,2022-10-20 19:13:31,-36.7167,-73.1167,56.88,72,0,9.22
330,Ranong,TH,2022-10-20 19:13:32,9.9658,98.6348,75.4,95,100,3.18
331,Faanui,PF,2022-10-20 19:13:33,-16.4833,-151.75,78.8,75,7,14.47
332,North Bend,US,2022-10-20 19:13:33,43.4065,-124.2243,59.16,82,0,8.05
333,Deputatskiy,RU,2022-10-20 19:13:35,69.3,139.9,0.77,93,100,7.29
334,Klembivka,UA,2022-10-20 19:13:36,48.3904,28.4109,39.52,71,14,9.31
335,Saraland,US,2022-10-20 19:13:36,30.8207,-88.0706,70.52,29,0,4.0
336,Kalat,PK,2022-10-20 19:13:38,29.0225,66.5916,55.63,31,0,3.49
337,Miyang,CN,2022-10-20 19:13:38,24.4042,103.4428,57.79,88,100,2.44
338,College,US,2022-10-20 19:13:39,64.8569,-147.8028,34.2,90,100,0.0
339,Calvinia,ZA,2022-10-20 19:13:39,-31.4707,19.776,70.48,22,99,4.65
340,Sioux Lookout,CA,2022-10-20 19:13:40,50.1001,-91.917,44.91,48,100,7.31
341,Kodinsk,RU,2022-10-20 19:13:40,58.6881,99.1844,31.01,95,95,3.91
342,Thessalon,CA,2022-10-20 19:13:41,46.2501,-83.5666,41.29,71,96,8.59
343,Garissa,KE,2022-10-20 19:13:41,-0.4536,39.6401,78.6,67,76,21.43
344,Kalmunai,LK,2022-10-20 19:13:42,7.4167,81.8167,78.04,86,100,6.11
345,Oktyabrskoye,RU,2022-10-20 19:13:42,43.0645,44.7417,53.74,87,98,6.71
346,Old Shinyanga,TZ,2022-10-20 19:13:43,-3.55,33.4,79.48,36,92,14.03
347,Pascagoula,US,2022-10-20 19:13:43,30.3658,-88.5561,70.52,34,0,5.75
348,Griffith,US,2022-10-20 19:13:44,41.5284,-87.4237,62.15,29,40,14.97
349,Paso De Carrasco,UY,2022-10-20 19:10:47,-34.8603,-56.0522,70.25,80,100,6.91
350,Saquarema,BR,2022-10-20 19:13:45,-22.92,-42.5103,81.82,66,49,17.4
351,Cabedelo,BR,2022-10-20 19:09:52,-6.9811,-34.8339,79.68,64,47,15.79
352,Tasiilaq,GL,2022-10-20 19:13:45,65.6145,-37.6368,37.56,92,100,3.02
353,Aloleng,PH,2022-10-20 19:13:47,16.1307,119.7824,79.02,84,100,6.42
354,Kaohsiung,TW,2022-10-20 19:13:48,22.6163,120.3133,76.03,81,19,2.3
355,Mizan Teferi,ET,2022-10-20 19:13:49,6.9833,35.5833,61.18,97,94,2.37
356,Marapanim,BR,2022-10-20 19:13:49,-0.7175,-47.6997,87.49,58,66,10.89
357,Tautira,PF,2022-10-20 19:13:50,-17.7333,-149.15,76.64,81,100,17.4
358,Mayna,RU,2022-10-20 19:13:50,54.1135,47.6231,37.51,80,72,4.7
359,Zalantun,CN,2022-10-20 19:13:51,48.0,122.7167,42.98,55,96,11.12
360,Srednekolymsk,RU,2022-10-20 19:13:51,67.45,153.6833,13.14,94,100,15.64
361,Sao Filipe,CV,2022-10-20 19:13:52,14.8961,-24.4956,77.59,83,12,5.86
362,Lisakovsk,KZ,2022-10-20 19:13:52,52.5369,62.4936,47.34,79,100,4.43
363,Paamiut,GL,2022-10-20 19:13:53,61.994,-49.6678,34.74,54,100,7.29
364,Kupang,ID,2022-10-20 19:13:55,-10.1667,123.5833,80.08,85,88,4.59
365,Aklavik,CA,2022-10-20 19:13:55,68.2191,-135.0107,23.47,97,77,2.19
366,Port Keats,AU,2022-10-20 19:11:08,-14.25,129.55,83.01,77,93,5.91
367,Tagusao,PH,2022-10-20 19:13:56,9.1924,117.8141,79.86,83,100,2.66
368,Kurchum,KZ,2022-10-20 19:13:57,48.5722,83.6542,42.55,83,100,7.76
369,Leshukonskoye,RU,2022-10-20 19:13:58,64.8989,45.7622,32.22,78,100,12.39
370,Bud,US,2022-10-20 19:13:58,39.447,-86.1758,59.05,27,60,15.5
371,Pryazha,RU,2022-10-20 19:13:59,61.6926,33.6216,32.25,91,100,3.96
372,Ancud,CL,2022-10-20 19:13:59,-41.8697,-73.8203,53.22,75,97,9.6
373,Coahuayana,MX,2022-10-20 19:14:00,18.7333,-103.6833,86.65,66,100,4.81
374,Pandan,PH,2022-10-20 19:15:00,14.0453,124.1694,78.21,87,65,4.68
375,Takoradi,GH,2022-10-20 19:15:01,4.8845,-1.7554,77.77,88,45,11.34
376,Asau,RO,2022-10-20 19:15:01,46.4333,26.4,36.52,67,0,1.57
377,Novobirilyussy,RU,2022-10-20 19:15:02,56.9514,90.6661,36.97,75,100,7.47
378,Zhanaozen,KZ,2022-10-20 19:15:02,43.3,52.8,55.99,94,2,2.26
379,Skibbereen,IE,2022-10-20 19:15:03,51.55,-9.2667,59.11,88,99,22.12
380,Coro,VE,2022-10-20 19:15:04,11.4045,-69.6734,85.86,67,51,15.86
381,Imbituba,BR,2022-10-20 19:15:06,-28.24,-48.6703,71.04,86,100,13.69
382,Zhenlai,CN,2022-10-20 19:15:06,45.8495,123.2973,50.63,63,100,9.08
383,Yantongshan,CN,2022-10-20 19:15:07,43.2919,126.0094,51.93,58,100,13.33
384,Marovoay,MG,2022-10-20 19:15:08,-16.1,46.6333,73.76,71,0,2.95
385,Gazojak,TM,2022-10-20 19:15:08,41.1875,61.4036,58.05,32,2,15.5
386,Tupik,RU,2022-10-20 19:15:09,54.4253,119.9327,19.44,97,39,0.78
387,Kruisfontein,ZA,2022-10-20 19:15:10,-34.0033,24.7314,60.89,87,68,5.17
388,Narsaq,GL,2022-10-20 19:12:01,60.9167,-46.05,35.82,63,42,5.28
389,Dunda,TZ,2022-10-20 19:15:11,-8.1167,34.25,73.74,42,67,7.11
390,La Ronge,CA,2022-10-20 19:11:57,55.1001,-105.2842,58.01,45,100,13.96
391,Samsun,TR,2022-10-20 19:15:12,41.25,36.3333,60.48,78,75,19.57
392,Carman,CA,2022-10-20 19:15:13,49.4992,-98.0016,61.9,33,100,10.85
393,Bara,NG,2022-10-20 19:15:13,10.3744,10.7288,78.84,37,15,1.95
394,Maldonado,UY,2022-10-20 19:14:05,-34.6667,-54.9167,68.23,77,100,3.78
395,Neiafu,TO,2022-10-20 19:15:14,-18.65,-173.9833,79.48,89,75,5.75
396,Charters Towers,AU,2022-10-20 19:15:15,-20.1,146.2667,71.49,92,45,8.77
397,Mayumba,GA,2022-10-20 19:15:16,-3.432,10.6554,77.22,85,32,5.66
398,Colchester,GB,2022-10-20 19:15:16,51.8892,0.9042,58.14,87,80,9.01
399,New Milford,US,2022-10-20 19:15:17,40.9327,-74.0179,61.21,34,0,14.97
400,Gizo,SB,2022-10-20 19:13:24,-8.103,156.8419,82.83,76,71,4.52
401,Wladyslawowo,PL,2022-10-20 19:15:18,54.7909,18.4009,43.93,66,6,10.0
402,Ngunguru,NZ,2022-10-20 19:15:19,-35.6167,174.5,57.07,80,26,10.69
403,Belgrade,RS,2022-10-20 19:15:01,44.804,20.4651,51.46,68,0,5.75
404,Zabaykalsk,RU,2022-10-20 19:15:20,49.6333,117.3167,34.47,63,100,6.4
405,Hailar,CN,2022-10-20 19:15:21,49.2,119.7,35.94,93,100,14.23
406,Slavyanka,RU,2022-10-20 19:15:21,42.8633,131.3847,52.57,69,100,2.15
407,Longkou,CN,2022-10-20 19:15:22,37.6508,120.3286,56.23,77,90,11.23
408,San Quintin,MX,2022-10-20 19:15:25,30.4833,-115.95,78.04,50,5,8.37
409,El Rosario,MX,2022-10-20 19:15:29,24.2556,-107.1828,90.54,49,6,7.63
410,Cape Girardeau,US,2022-10-20 19:15:31,37.3834,-89.7168,66.02,22,3,5.01
411,Clarence Town,AU,2022-10-20 19:15:32,-32.5833,151.7833,66.94,99,100,2.93
412,Gwanda,ZW,2022-10-20 19:15:33,-20.9333,29.0,73.94,34,3,9.44
413,Hay River,CA,2022-10-20 19:12:00,60.8156,-115.7999,42.57,71,100,15.14
414,Green River,US,2022-10-20 19:14:16,41.5286,-109.4662,68.18,26,0,5.01
415,Cayenne,GF,2022-10-20 19:11:59,4.9333,-52.3333,87.84,62,100,12.66
416,Gniezno,PL,2022-10-20 19:15:34,52.5348,17.5826,45.39,72,29,10.2
417,Bull Savanna,JM,2022-10-20 19:15:36,17.8868,-77.5902,83.5,67,12,11.72
418,Campbell River,CA,2022-10-20 19:15:24,50.0163,-125.2446,63.45,47,0,9.17
419,Puerto Baquerizo Moreno,EC,2022-10-20 19:15:38,-0.9,-89.6,67.46,79,81,12.21
420,Hambantota,LK,2022-10-20 19:15:39,6.1241,81.1185,79.68,79,100,17.34
421,Semme,FR,2022-10-20 19:15:40,46.1963,1.5007,66.61,69,100,9.53
422,Morant Bay,JM,2022-10-20 19:16:41,17.8815,-76.4093,89.71,71,16,8.05
423,Conde,BR,2022-10-20 19:16:41,-7.2597,-34.9075,79.11,59,26,15.23
424,Muroto,JP,2022-10-20 19:16:42,33.2833,134.15,65.89,60,0,6.35
425,Havelock,US,2022-10-20 19:16:42,34.8791,-76.9013,66.18,47,0,5.01
426,Twin Falls,US,2022-10-20 19:16:45,42.3505,-114.6445,64.74,26,0,5.75
427,Claveria,PH,2022-10-20 19:16:45,18.6074,121.0832,78.82,92,100,14.38
428,Berekum,GH,2022-10-20 19:16:46,7.4534,-2.584,74.41,83,100,2.66
429,Varnavino,RU,2022-10-20 19:16:47,57.4035,45.0916,32.83,89,23,6.53
430,Muravlenko,RU,2022-10-20 19:16:47,63.7898,74.523,35.24,82,100,15.05
431,Giovinazzo,IT,2022-10-20 19:16:48,41.1864,16.6674,64.81,88,0,4.61
432,Banjar,ID,2022-10-20 19:16:48,-8.19,114.9675,77.63,87,100,2.8
433,Visakhapatnam,IN,2022-10-20 19:16:49,17.69,83.2093,84.09,79,40,3.44
434,Aswan,EG,2022-10-20 19:16:49,24.0934,32.907,82.89,34,5,16.71
435,Benghazi,LY,2022-10-20 19:16:50,32.1167,20.0667,72.03,63,0,11.86
436,Darovskoy,RU,2022-10-20 19:16:51,58.77,47.9564,36.72,87,100,8.25
437,Dingle,PH,2022-10-20 19:16:52,10.9995,122.6711,76.64,92,100,1.59
438,Muros,ES,2022-10-20 19:16:53,42.7762,-9.0603,64.83,78,9,24.18
439,Surt,LY,2022-10-20 19:16:53,31.2089,16.5887,72.48,63,12,8.37
440,Smolenka,RU,2022-10-20 19:16:54,52.1352,113.4974,24.87,93,100,2.24
441,El Dovio,CO,2022-10-20 19:16:55,4.5079,-76.2362,69.46,84,100,4.25
442,Mbandaka,CD,2022-10-20 19:16:55,0.0487,18.2603,69.37,96,100,4.47
443,Trairi,BR,2022-10-20 19:16:45,-3.2778,-39.2689,82.76,65,19,15.86
444,Gusau,NG,2022-10-20 19:16:57,12.1628,6.6614,81.95,28,26,4.59
445,Barra Da Estiva,BR,2022-10-20 19:16:58,-13.6261,-41.3269,82.99,29,54,7.11
446,Nyzy,UA,2022-10-20 19:16:59,50.7828,34.7844,44.51,72,100,15.03
447,Poum,NC,2022-10-20 19:17:00,-20.2333,164.0167,75.74,73,100,16.44
448,Leh,IN,2022-10-20 19:17:00,34.1667,77.5833,30.27,70,26,3.85
449,Pevek,RU,2022-10-20 19:17:01,69.7008,170.3133,20.64,90,100,3.98
450,Falun,SE,2022-10-20 19:17:01,60.6036,15.626,42.94,84,100,2.51
451,Samus,RU,2022-10-20 19:17:02,56.7475,84.6992,42.24,91,100,7.58
452,Tessalit,ML,2022-10-20 19:17:02,20.1986,1.0114,86.45,15,100,9.37
453,Shimanovsk,RU,2022-10-20 19:17:03,52.0,127.7,30.63,70,97,5.91
454,Evensk,RU,2022-10-20 19:17:03,61.95,159.2333,12.38,73,71,9.48
455,Smithers,CA,2022-10-20 19:17:04,54.7804,-127.1743,44.92,70,75,2.3
456,Merrill,US,2022-10-20 19:17:04,45.1805,-89.6835,56.17,35,0,4.61
457,Sur,OM,2022-10-20 19:17:05,22.5667,59.5289,80.71,45,0,5.48
458,Vicksburg,US,2022-10-20 19:17:05,32.3526,-90.8779,71.33,19,0,9.22
459,Hobyo,SO,2022-10-20 19:17:06,5.3505,48.5268,79.41,82,91,17.47
460,Praya,CV,2022-10-20 19:17:03,14.9215,-23.5087,81.14,74,0,2.3
461,Lalmohan,BD,2022-10-20 19:17:07,22.3384,90.7419,77.95,78,0,10.69
462,Seoul,KR,2022-10-20 19:16:46,37.5683,126.9778,47.64,100,92,1.14
463,Bagdarin,RU,2022-10-20 19:17:08,54.4333,113.6,23.85,81,78,3.83
464,Gorgan,IR,2022-10-20 19:17:08,36.8387,54.4348,66.16,77,0,4.61
465,High Prairie,CA,2022-10-20 19:17:08,55.4334,-116.4858,54.12,32,0,16.4
466,Vao,NC,2022-10-20 19:17:09,-22.6667,167.4833,70.84,73,95,18.05
467,Sisophon,KH,2022-10-20 19:17:10,13.5859,102.9737,74.23,87,64,5.64
468,Mildura,AU,2022-10-20 19:17:10,-34.2,142.15,62.56,94,100,4.61
469,Goodings Grove,US,2022-10-20 19:18:11,41.6292,-87.9309,62.78,35,40,13.8
470,Adeje,ES,2022-10-20 19:18:12,28.1227,-16.726,71.17,85,0,5.75
471,Gamba,GA,2022-10-20 19:18:13,-2.65,10.0,76.78,84,15,5.28
472,Talnakh,RU,2022-10-20 19:18:13,69.4865,88.3972,36.21,98,100,15.9
473,Mao,ES,2022-10-20 19:18:14,39.8885,4.2658,72.16,94,20,11.5
474,Bac Lieu,VN,2022-10-20 19:18:14,9.285,105.7244,79.27,85,100,9.01
475,Manokwari,ID,2022-10-20 19:18:15,-0.8667,134.0833,78.35,78,100,3.4
476,Cardston,CA,2022-10-20 19:15:28,49.2,-113.3019,64.69,47,94,12.66
477,Sarangani,PH,2022-10-20 19:18:17,5.4033,125.4636,83.84,74,100,13.44
478,Rawson,AR,2022-10-20 19:16:36,-43.3002,-65.1023,54.0,64,37,25.79
479,Jilin,CN,2022-10-20 19:18:18,43.0,126.0,50.97,58,100,16.37
480,Pangai,TO,2022-10-20 19:18:18,-19.8,-174.35,77.11,78,75,2.3
481,La Paz,BO,2022-10-20 19:18:18,-16.5,-68.15,67.98,16,75,16.11
482,Dong Hoi,VN,2022-10-20 19:18:19,17.4833,106.6,69.46,85,100,14.85
483,Berlevag,NO,2022-10-20 19:18:19,70.8578,29.0864,37.35,65,100,19.57
484,Bandar-E Lengeh,IR,2022-10-20 19:18:20,26.5579,54.8807,84.97,50,9,6.13
485,Cadereyta,MX,2022-10-20 19:18:20,25.5833,-99.9833,77.18,38,0,3.06
486,Manado,ID,2022-10-20 19:18:21,1.487,124.8455,75.97,94,20,1.14
487,Booue,GA,2022-10-20 19:18:21,-0.0921,11.9385,71.65,98,100,0.69
488,Te Anau,NZ,2022-10-20 19:16:22,-45.4167,167.7167,35.31,92,56,1.34
489,Linjiang,CN,2022-10-20 19:18:22,41.8069,126.9078,45.93,86,100,3.71
490,Qaqortoq,GL,2022-10-20 19:18:23,60.7167,-46.0333,33.87,59,22,2.44
491,Kalabo,ZM,2022-10-20 19:18:23,-14.97,22.6814,78.91,31,69,7.18
492,Aransas Pass,US,2022-10-20 19:18:24,27.9095,-97.15,81.21,100,0,11.5
493,Lubbock,US,2022-10-20 19:17:30,33.6001,-101.8338,79.38,20,20,5.75
494,Xuddur,SO,2022-10-20 19:18:25,4.1213,43.8894,78.8,59,99,12.55
495,Maarianhamina,AX,2022-10-20 19:18:26,60.0973,19.9348,33.66,100,0,1.14
496,Hualmay,PE,2022-10-20 19:18:27,-11.0964,-77.6139,66.34,68,25,10.78
497,Kerava,FI,2022-10-20 19:18:28,60.4034,25.105,46.47,79,75,4.61
498,Jishou,CN,2022-10-20 19:18:28,28.3167,109.7167,58.71,84,100,2.66
499,Petropavlovsk-Kamchatskiy,RU,2022-10-20 19:18:29,53.0452,158.6483,34.39,51,40,6.71
500,Jurm,AF,2022-10-20 19:18:29,36.8648,70.8342,49.01,35,0,5.68
501,Santa Cruz,BO,2022-10-20 19:15:05,-17.8,-63.1667,90.86,52,75,17.27
502,Ornes,NO,2022-10-20 19:18:30,66.8689,13.7078,43.83,92,100,5.7
503,Eenhana,NA,2022-10-20 19:18:28,-17.4667,16.3333,80.6,26,17,6.96
504,Palora,EC,2022-10-20 19:18:31,-1.7,-77.9333,76.53,80,100,3.27
505,Ewa Beach,US,2022-10-20 19:18:31,21.3156,-158.0072,78.75,71,75,5.75
506,Binzhou,CN,2022-10-20 19:18:32,37.3667,118.0167,55.02,57,89,6.29
507,Berbera,SO,2022-10-20 19:18:33,10.4396,45.0143,84.49,65,26,4.99
508,Komsomolskiy,UZ,2022-10-20 19:18:33,40.4272,71.7189,47.12,81,0,4.61
509,Marsh Harbour,BS,2022-10-20 19:18:34,26.5412,-77.0636,75.61,83,66,6.6
510,Madison,US,2022-10-20 19:15:42,34.7334,-86.5667,63.46,28,0,12.66
511,Bay Roberts,CA,2022-10-20 19:18:35,47.5999,-53.2648,59.5,90,100,16.58
512,Grand-Lahou,CI,2022-10-20 19:18:35,5.1367,-5.0242,77.59,87,100,8.08
513,Saint Pete Beach,US,2022-10-20 19:18:36,27.7253,-82.7412,73.45,49,75,10.36
514,Potsdam,DE,2022-10-20 19:16:12,52.3989,13.0657,51.49,86,100,10.71
515,Cidreira,BR,2022-10-20 19:19:36,-30.1811,-50.2056,68.43,90,100,13.2
516,Puerto Quijarro,BO,2022-10-20 19:15:11,-17.7833,-57.7667,94.08,40,100,6.08
517,Port Augusta,AU,2022-10-20 19:19:38,-32.5,137.7667,61.83,83,100,10.09
518,Vestmanna,FO,2022-10-20 19:19:38,62.1564,-7.1664,45.52,93,100,19.57
519,Rocha,UY,2022-10-20 19:19:38,-34.4833,-54.3333,66.85,78,100,5.21
520,Lingao,CN,2022-10-20 19:19:39,19.9103,109.6859,76.12,91,100,17.52
521,Pasni,PK,2022-10-20 19:19:40,25.2631,63.471,81.01,51,0,6.76
522,Tula,RU,2022-10-20 19:19:40,54.2044,37.6111,42.6,85,16,8.99
523,Atambua,ID,2022-10-20 19:19:41,-9.1061,124.8925,76.35,86,88,1.99
524,Kataysk,RU,2022-10-20 19:19:41,56.289,62.5841,37.78,67,69,6.35
525,Umm Lajj,SA,2022-10-20 19:18:14,25.0213,37.2685,82.13,64,5,6.93
526,Pimentel,PE,2022-10-20 19:19:42,-6.8367,-79.9342,68.29,64,0,21.85
527,Kapoeta,SS,2022-10-20 19:19:43,4.7717,33.5903,83.79,42,100,8.88
528,Lunino,RU,2022-10-20 19:19:43,53.5918,45.2271,44.91,73,100,7.52
529,Hami,CN,2022-10-20 19:19:44,42.8,93.45,48.79,34,3,11.52
530,Celestun,MX,2022-10-20 19:19:44,20.8667,-90.4,77.83,61,82,12.95
531,Ati,TD,2022-10-20 19:19:45,13.2154,18.3353,92.08,22,60,2.48
532,Khor,RU,2022-10-20 19:19:45,47.8861,134.9464,38.79,66,100,5.1
533,Jiaocheng,CN,2022-10-20 19:19:46,24.6774,116.1389,64.24,62,91,2.42
534,Gat,IL,2022-10-20 19:19:46,31.61,34.7642,74.08,100,100,4.07
535,Abha,SA,2022-10-20 19:16:36,18.2164,42.5053,62.42,77,0,0.0
536,Okiot,PH,2022-10-20 19:19:47,9.5667,123.1667,79.12,86,100,1.68
537,Mandalgovi,MN,2022-10-20 19:19:48,45.7625,106.2708,30.94,68,16,7.58
538,Arapongas,BR,2022-10-20 19:19:48,-23.4194,-51.4244,77.29,66,100,9.26
539,Lekoni,GA,2022-10-20 19:17:20,-1.5843,14.2591,72.84,89,100,6.35
540,Point Pedro,LK,2022-10-20 19:19:49,9.8167,80.2333,79.57,79,100,1.03
541,Eureka,US,2022-10-20 19:16:00,40.8021,-124.1637,56.59,60,4,6.2
542,Burriana,ES,2022-10-20 19:19:50,39.889,-0.085,73.71,85,100,0.78
543,Natchitoches,US,2022-10-20 19:15:41,31.7668,-93.1335,78.78,27,0,9.22
544,Chifeng,CN,2022-10-20 19:19:51,42.2683,118.9636,53.1,41,100,12.59
545,Klaksvik,FO,2022-10-20 19:19:52,62.2266,-6.589,47.32,87,100,26.71
546,Irbit,RU,2022-10-20 19:19:52,57.6705,63.071,36.64,65,12,8.75
547,Olafsvik,IS,2022-10-20 19:19:53,64.8945,-23.7142,43.02,72,43,13.44
548,Tulu Bolo,ET,2022-10-20 19:16:21,8.6667,38.2167,56.89,54,74,2.01
549,Redwater,US,2022-10-20 19:15:25,33.3582,-94.2544,75.22,29,2,7.54
550,Kati,ML,2022-10-20 19:19:54,12.7441,-8.0726,85.41,33,97,3.76
551,Churapcha,RU,2022-10-20 19:19:54,62.0025,132.4325,12.09,95,100,6.4
552,Matagami,CA,2022-10-20 19:19:55,49.7502,-77.6328,39.31,87,100,6.91
553,Nyurba,RU,2022-10-20 19:19:55,63.2842,118.3319,21.96,95,81,6.55
554,Aksu,CN,2022-10-20 19:19:56,41.1231,80.2644,52.39,30,6,2.77
555,Opuwo,NA,2022-10-20 19:19:56,-18.0607,13.84,81.46,25,92,5.7
556,Magnolia,US,2022-10-20 19:19:57,33.2671,-93.2393,74.88,29,20,11.01
557,Ofunato,JP,2022-10-20 19:19:57,39.0717,141.7167,54.88,78,0,7.63
558,Jinxi,CN,2022-10-20 19:19:58,30.4323,116.2922,59.36,43,90,3.06
559,Qurayyat,SA,2022-10-20 19:19:58,31.3318,37.3428,71.78,53,40,13.8
560,Vanimo,PG,2022-10-20 19:19:59,-2.6741,141.3028,77.31,86,94,1.59
561,Itaituba,BR,2022-10-20 19:19:59,-4.2761,-55.9836,89.22,56,100,2.33
562,Mahajanga,MG,2022-10-20 19:20:00,-15.7167,46.3167,74.66,72,0,3.4
563,Viedma,AR,2022-10-20 19:20:01,-40.8135,-62.9967,74.88,23,71,21.05
564,Ilulissat,GL,2022-10-20 19:21:01,69.2167,-51.1,23.02,63,75,5.75
565,La Plata,AR,2022-10-20 19:21:02,-34.9215,-57.9545,70.11,68,100,3.65
566,Bani Walid,LY,2022-10-20 19:21:03,31.7566,13.9942,67.1,71,0,9.28
567,Santa Fe,AR,2022-10-20 19:17:14,-31.6333,-60.7,79.02,65,95,7.0
568,Nuuk,GL,2022-10-20 19:21:04,64.1835,-51.7216,30.81,55,75,5.99
